,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,43.406035264393736,10414.277406246216,16.651703044855857,9047.216133403432,3190.304377730128,9677.19796944689,14.245545898820355,10421.997234878669,23.870224508168924,-18.02208690273916,7981.993774800733,10244.3069696052,29.172328897913104,22.212854359575687,82.06407098127117,25.072006780699233,20.310113257722772,4461.675844440616,9683.888096499762,-10.16943881288416,819.0944667914366,18.88087666743682,4835.672465420845,1830.1132451664719,-4.745966214229141,20.339088584681285,34.30739072035488,8752.46077460928,7930.562351377979,8491.588827424372,3748.943792910623,7943.830536838192,19.974708915440132,3951.115882934839,3578.4571370835656,18.017072310413333,6644.500123575861,9587.049760374022,4475.00917739861,13026.953024215949,3764.032510403573,6.377490276635854,462.2385182944003,10624.288236042867,12009.086780716414,3560.956440904827,462.2385182944004,18.01707231041333,4606.574248155816,5641.142326556559,6758.404758751242,13699.87899331469,8658.835763606874,10056.262790313795,8005.251600377509,19.97470891544013,392.0508927859551,8658.835763606874,9622.09184191222,-75.29960290536414,15.145178712107613,27.87530505550987,593.0348080120581,26.662516975597807,-1.222278884795433,10384.682100621983,4291.80173757951,4602.515497051432,10.671870771976499,3902.815194826166,1580.49194427577,100.41603364398188,9.110173063062291,3917.4112252825544,7764.218062767047,388.8338089341647,3881.378487436748,29.706133480154183,3913.4317019393457,7854.736773140471,12501.02058303328,9244.848466970869,21.20093917607416,7829.556788824006,7610.982144974426,7595.030384130933,7660.351530571365,4320.638787881089,7867.102296620208,9048.221283551786
1,13929.236027317145,13916.320328989563,13786.313165160704,13931.999030664223,13014.352015859477,12128.335802115074,13908.124073174726,11596.83724174815,14109.619582291572,11307.657488843195,13913.451176602975,12998.801412056091,13925.774390589506,12943.1543551037,13912.03283098172,13884.674615479445,13942.827826122566,11421.144143843969,13770.024669118064,13789.00812465967,13934.914728962909,-112.6810663516307,11628.212876003932,13905.31556053836,13920.693474454194,12104.833877233725,11981.150628766094,13940.583786191115,14147.507917228577,10992.35089310602,11862.554803594314,12601.900873896364,11405.922444660915,11369.709862271358,12581.679646741562,14161.702464417845,11569.977117388336,12167.192556554732,13992.790560542742,13992.790560542739,13991.308179215668,215.21122803529667,11569.977117388338,14175.669965486468,5295.224660499284,13595.92101978102,13991.308179215672,10703.27197520117,5831.988848015093,12167.192556554735,13544.211636820091,301.8181512703441,13991.308179215672,10041.308279919182,12705.730361371887,11862.55480359431,301.81815127034423,11569.977117388338,14161.702464417844,12030.304876625149,250.53509069125093,11513.80156306247,12136.483735682896,13901.397415827885,12126.178428914844,11487.203230571069,13749.71661096433,11524.02814733156,11497.682519773869,13724.28903698739,664.3342217901401,750.7875288947434,11578.070193070695,13431.765913699977,12138.84601889544,962.6211792963894,13879.747969935872,8634.67731831486,11685.799230061646,11989.184856740589,13889.681762919945,12307.654153875354,12107.79655695573,13736.214998323258,13891.452862408087,13883.737652904794,11938.400183774846,11521.62311725834,13867.017795345635,13926.611844786223
2,10521.26045290503,8765.546374885465,8764.339894759736,8808.398822855872,8871.36284843839,4987.170924458141,8951.247095997627,8763.01556709013,8783.330793036703,10519.702072507062,8939.376332309997,8760.917739911592,8425.760558031721,8790.33072331408,9117.961428868446,8343.190618997885,5004.220537454895,9909.931528496054,8795.84139469553,8899.016009397617,8750.095239404964,8450.975719718708,9057.261289990573,8613.188842219937,10499.18476695221,8464.004357975284,8792.528840186464,8777.363185242106,8781.788295522598,10527.922990268156,5166.076111916525,10483.093980228343,5569.087588235361,10335.463071656075,5569.08758823536,8791.314390033387,10483.093980228343,5166.076111916525,5555.058715841963,8913.406304445089,10335.463071656075,5566.266138160514,5569.087588235361,9118.758610855482,5541.7614369185385,5566.266138160514,8913.406304445089,9118.758610855482,9118.758610855482,8343.875005588852,10871.20824388674,10871.208243886738,5569.087588235361,10871.20824388674,5369.279927670239,9118.758610855482,7453.415522040866,5555.058715841963,5159.650685136503,10718.850307047951,8593.980900466147,6092.634235709001,5495.93199989418,6419.627847269751,10788.26446676362,5651.114285651666,10849.44999018556,8690.616989195856,8898.128667543007,8620.733308386933,8704.968526811168,5914.003472213769,10568.387402763667,6005.352172673928,10609.138467091363,8629.897310276176,5573.99185256682,5897.722230108646,10554.130394799306,9576.075604891357,5792.168353903953,6149.101026466545,6354.3217841820015,6060.479660809107,5727.075496403774,6005.7103018745165,8685.94334599727,10560.63297588663,6022.53359922685,8599.918289304695
3,8362.871734504844,8039.810824790205,8335.54143218642,8034.460719069931,8378.615519741452,9019.387880101558,9864.312575733988,9866.446846165014,8971.665160492705,8490.961685370847,9058.509732324754,8084.278181498782,8457.305593088975,8424.079837183266,8306.115886451511,8419.928651503662,8046.879699891958,8433.025875429688,8418.946996099037,8496.514677541989,11147.312678169812,8264.068155507282,8445.314658260639,9950.246546810213,8541.204109752915,8370.332889700108,11176.935723710329,11110.599596390395,8375.731111643465,8902.461198471532,9900.108677468277,8571.607434247277,11082.80683933972,8571.607434247275,9900.108677468274,10296.197030461195,8570.160762184001,8467.464129797438,8941.835984474234,11082.80683933972,9617.534433063649,11028.147240666125,8467.464129797438,9617.534433063649,9617.534433063649,9900.108677468275,11082.806839339723,8570.160762184,9967.287138804872,10274.267755179193,8570.160762184,9943.328347178183,10381.605458205235,11102.99888835775,8940.883088330362,11028.147240666123,10021.292350779802,8357.701790948357,11172.272729211318,10330.918584563535,10916.173395586102,9896.37801983636,11048.136747936376,8358.880520052302,8318.032802826752,8436.095584076867,11046.958324135621,10985.029512574974,9970.93363984079,9251.22140639514,9417.13429565179,8353.421484912236,8794.942460886925,9950.591730397779,8261.496597442578,9901.88877368497,10166.066206868989,10177.269479892802,11168.484772320975,8690.311099672084,9903.336820197497,8444.444603113872,11070.993008967309,8812.659431388407,8920.7688185557,10087.070972171217,11081.719832232639,8444.643022725575,11041.184786157539,11117.506216151667
4,10691.289688151144,10416.965199074915,10645.853632368699,10459.532249379381,10455.80522719066,10288.004831317428,11123.82674412717,10389.065878504403,10406.076160100129,10372.594015853854,10384.143111814075,10514.800633963137,10502.3271875296,10401.18885421839,10498.95771965031,10467.389806088482,10350.145054260354,10500.951531099448,11146.102204653218,10441.000246453745,10356.275051974011,10459.540316236473,10358.790366777988,10429.82006385066,10433.422147125097,10539.854832122734,11785.533939060684,10452.105761835079,10368.439559027507,10416.278806393391,10482.958960701531,10783.15335671062,10962.870019195514,10710.384507769813,10783.15335671062,10710.384507769815,10385.823308262678,10519.030511390381,10832.508944194526,10497.54872915862,10842.645701997888,10867.229928826233,10783.15335671062,10710.384507769813,10962.870019195512,10385.823308262678,10563.480484002863,10622.330262212965,10622.330262212965,10084.19471629188,10867.229928826235,10209.24464291792,10710.384507769815,11062.239099975865,10360.914379741032,10214.856188000957,10997.347616265011,10497.548729158623,10360.914379741032,10884.224828512071,10316.403295205297,10612.342156948445,10886.986949701179,10931.39035304491,10508.919215482149,10784.824348081538,10621.52292129465,10513.482262938287,10251.90080650282,10861.61201396239,10572.065919776627,10473.665201932961,11068.698282163921,10396.140131523918,10386.482576845083,10922.302571914424,10875.84271045074,10820.476626619047,10478.940990330959,11146.710887653006,10448.729376338217,10491.579510306516,10487.79552962039,10381.34241186779,10475.115226354703,10594.787153217621,10641.117706084318,11165.46553704403,10387.713074766094,10385.434859218485
5,9753.348278193489,9778.18312481792,10105.939684847608,10102.18127097506,9406.396657426729,9701.06589666172,9724.356505230846,9292.440474456462,9725.456973761617,9432.792663006236,9831.900240940984,9697.427311955493,9716.87892855696,9764.58922013046,9753.46895128211,8945.154018749123,9707.44594188793,10025.894548101356,9738.890329648219,8907.61414928694,9779.83808510721,9211.152414071355,9193.410879185529,9781.925264241363,9994.631359909372,9762.611676572255,9774.923271488111,9489.915199671606,9755.330221858314,9746.68145287211,9282.865889422046,9242.522008159267,10192.367927353915,9066.207192220203,9066.207192220203,9135.295062231,8882.264718605562,9299.942744850843,9004.79609953128,9776.121527219888,9631.750089295649,9004.796099531282,9468.523429687182,9790.544494369662,8845.15722754332,9524.094011899304,8845.157227543321,8910.528721986648,9631.750089295647,9776.121527219892,10410.974526769163,10214.626629998289,9135.295062230998,8845.157227543321,10214.626629998287,8944.619577112904,9135.295062231,10118.18230494633,9316.878729874608,9851.11312255814,9164.275034496555,9468.456812851002,9097.817481847118,9792.565363639464,8902.955339353222,9945.96117658127,9815.811941226764,9525.869343735767,10061.426066155615,8852.15409899746,9095.672759120047,8922.587331621356,9577.17813106054,9832.246366215079,8913.01250727248,10077.926230390285,9056.84596394219,8984.03354662092,10099.356631279801,9796.020242917828,9903.421499512426,8909.780929094368,9075.66402527826,9144.075384573967,8960.464989839424,9780.622988588135,10124.622812811716,9199.606766844756,9099.079863932646,8997.694370555118
6,13024.73796496013,13073.884034321496,12635.260866251374,13038.633300829864,12861.244680375446,12838.684852844017,13045.062597384207,13078.688487706699,13039.084748631882,13003.671261483663,13036.965670776675,13031.873500652595,12838.655179290648,13032.499892304751,12804.431221297311,13042.353898326606,13026.404997064072,12855.486996606065,13036.181871998078,11454.318869842877,13032.91739160794,13035.552005918153,12832.824055311814,13018.569257378633,13082.494747636014,13078.667416667513,12846.534972738958,13160.357575551485,13031.169835336568,12587.11391107014,11598.694096247353,12973.19102534751,12883.857433420235,11147.6343394583,11232.337626500508,13063.810887049958,11147.6343394583,12943.984853340991,11156.264980366133,12883.857433420237,11625.826197994562,11370.46652219294,11156.264980366135,12819.65846818908,12819.658468189082,11452.541151248672,12782.592049643861,12654.069247245987,11233.155859973334,12973.191025347513,13029.790214876068,13012.228521841931,11233.15585997333,12697.447278722913,11598.694096247353,11598.694096247355,11370.466522192943,12697.447278722913,13029.790214876062,12654.069247245985,12454.430354226251,13076.679106438762,11859.257271638924,12580.042770153172,11544.197264648823,11576.870046696853,12974.323995383644,12996.234904706022,11887.351330463809,11875.258832686066,11710.178692254613,11300.380562081817,13074.953743313765,11541.705627963021,13097.57030720839,11734.64462715156,12943.258707630781,12995.05017261472,13105.570154568346,13063.221242472633,12991.820162393898,12594.225977249529,13089.949467183178,13074.061634433887,11540.705350505512,13061.021940472448,11858.0181890898,11679.867381398139,11292.074531604072,11878.042653675564
7,9035.997375844168,10550.33020315967,9221.015187848174,9138.395919510793,9156.490409614049,9030.2449696615,11395.953636324833,9026.339381515601,9025.639301351977,9852.405818732519,9030.086939337258,9031.214971088028,9563.294356553688,9031.550139900392,10425.098326814035,9799.14936645033,9015.366269259903,9157.204986168626,10079.035679667628,10100.34903417427,8999.902672483759,9016.176202591307,9044.667051109434,9044.743311519018,9052.337756384488,9040.109489362665,9040.115205566432,9026.049117408678,9058.105683234018,9007.495475971982,10038.878561525724,9694.227719613447,8960.893089352445,10604.598507219867,10542.260941082966,9721.504091934796,10639.96285419968,8960.893089352441,8927.83089292266,8960.893089352441,10607.974967108692,10607.97496710869,10576.597436428961,9208.671331324826,10604.598507219867,8960.893089352443,10639.96285419968,10576.09842481852,11177.984977901066,10589.634577881083,10248.353632294104,9352.967765764408,9839.982925140584,10050.54572379707,9331.268076499175,10608.793629369997,9839.982925140584,9702.123669598823,10561.059784873312,8929.937429639556,9940.784771394316,10481.771050333868,10627.581490226541,9039.50753735501,9042.633487030816,10323.786431975883,9939.877002724657,9941.059800392706,10337.531571900496,10669.802246168269,9950.273783278493,9930.281018037,9954.596076263633,10499.023089078637,9047.611299560009,10162.521439119253,10659.610936082428,10657.935140527603,10153.392930253629,10367.147251171973,10681.156138329994,10463.102656542884,9957.851316184053,9863.489011931224,9048.332012764693,10477.817559072584,10648.624717895722,10630.344715045769,9912.94576772903,10189.283524532486
8,8966.419652034168,9111.400818768601,11755.939480995574,10378.11477241284,8935.815505241097,10495.992732614293,9013.044896380517,8948.07471686445,10035.210328358,8880.293737917096,10576.615230052186,8507.518299876809,12633.843966309636,9002.962487973033,8568.90042311628,9056.3474937654,10346.245354063358,12498.06525895531,10207.585597801643,10320.196492364625,8830.419953237792,9853.357615906825,8929.569409508029,8946.113901509276,10304.983222088438,12169.587645862186,8831.012377617431,8725.86821278362,8943.66247152415,10671.82421762341,8033.5269977004955,11767.419629994174,8216.5138159202,11424.321680929837,10091.19590869152,12501.285576298063,11396.731003727458,10441.0827391622,10637.007904126513,11310.999074875304,11678.604867136732,10706.779390394988,12568.18776182604,8216.5138159202,9923.4689460179,12468.001699366978,10603.704289232084,11416.85317039725,8005.459667767538,11318.54887263406,12391.057745573517,12528.970197012475,12645.865310518899,12225.329940236521,10219.38732970283,12568.18776182604,8005.459667767539,12468.001699366978,8184.192988940077,10219.38732970283,11594.746003194536,10141.876433930585,11530.659995446431,12384.84980554324,11659.67721669648,12308.679576959705,9614.069805633748,12349.862390540045,11695.46528626751,11687.914430257633,9814.313944951084,11551.87003005694,9875.802338673013,10203.91703864614,11605.075706358506,10040.836365519372,12372.737333643927,12343.110243335681,9981.923711423558,12375.991218364059,8749.280612698394,9610.541780402249,12300.55848039529,12417.430623912107,8844.636212848396,12365.589177945547,9721.374181851148,12522.565918832044,11469.358904028437,11682.847404411183
9,10689.21249348215,11339.684055548183,10777.866260225583,10626.499559901604,10484.494445871516,10744.908756007659,10593.701945280118,10554.106111848614,10735.348274955619,10772.87676511457,11241.870990835801,10740.64114487113,10738.91667213603,10580.194305283363,10974.31107244301,10215.438866539625,10680.950390534934,10795.63180373834,10562.104164153388,10604.657192506267,10783.254272012842,10714.377476435851,10766.640169546845,11303.943623494797,10576.990921404347,11227.827093282867,10781.227871620289,10720.892429470829,11094.944251607214,10730.243477606033,10674.154745338876,11322.370957126357,10238.954577621886,10674.15474533888,11434.76286221608,11524.080055549348,10660.415835383863,10494.826660271934,11450.745028698624,10241.649315987444,10512.844050362737,10738.302926747563,10665.07979077435,11232.712450857689,10764.860921471269,10685.568070613539,10692.720984319101,11232.712450857689,10571.764408501369,10692.720984319103,11269.49077869863,11640.936306345477,11322.370957126357,10238.954577621884,10764.860921471267,10674.741687182559,11034.816197197704,10539.957215402375,10642.240376034886,11640.936306345477,10572.868670145292,10725.267931078275,10627.178856043558,10523.653735639207,9710.533363380879,10545.78051013745,10630.353727800446,10560.105817845486,10557.847981002875,10538.179146201222,10577.923185404145,10709.414940463159,10543.586383427619,10328.418420673497,10598.79338946917,11204.607691022722,10530.532324879463,9906.665029149997,10635.754998604907,11160.146299071213,10530.647462307134,10621.139153342227,10367.576505956396,11188.599217152268,10509.686254950222,10539.844049533875,10543.620216937095,10557.847044183713,11210.610317766068,10615.293514374933
